Ранг ГЛ;Ранг РУ;Уровень;По-английски;По-французски;Инфинитив;Подробности;Разговорный;Неправильный;Группа ;Суффикс спряжения;Совершенный вид;Пара аспектов;Возвратный;Действительный;Я;Ты;Он/Она/Оно;Мы;Вы;Они;Повелительное накл. 1;Повелительное накл. 2;Деепричастие Наст. время;Деепричастие Прош. время;Действит. причастие Наст. время;Действит. причастие Прош. время;Страдат. причастие Наст. время;Страдат. причастие Прош. время;Скрытый1-unwantedToExport;Скрытый2-genericFirstTrans
10000;10000;B2;"let (smb.) have (smth.); cede (to)";"céder; se plier (à)";уступить;;;;;;совер.;уступать/уступить;;;уступлю;уступишь;уступит;уступите;уступим;уступят;уступи;уступите;;уступив, *уступивши;;уступивший;;уступленный;;
817;4681;B2;"увидеться; see each other";se voir;видеться;;;;;;несовер.;видеться/увидеться;возврат.;;вижусь;видишься;видится;видитесь;видимся;видятся;;;видясь;видевшись;видящийся;видевшийся;видящийся;видевшийся;;
10000;10000;B2;see each other;se voir;увидеться;;;;;;совер.;видеться/увидеться;возврат.;;увижусь;увидишься;увидится;увидитесь;увидимся;увидятся;увидься;увидьтесь;;увидевшись;;увидевшийся;;;;
818;4683;B2;"explain oneself; explain one's behavior";"s'expliquer; avoir une explication";объясняться;;;;;;несовер.;объясняться/объясниться;возврат.;;объясняюсь;объясняешься;объясняется;объясняетесь;объясняемся;объясняются;объясняйся;объясняйтесь;объясняясь;объяснявшись;объясняющийся;объяснявшийся;объясняющийся;объяснявшийся;;
10000;10000;B2;"explain oneself; explain one's behavior";"s'expliquer; avoir une explication";объясниться;;;;;;совер.;объясняться/объясниться;возврат.;;объяснюсь;объяснишься;объяснится;объяснитесь;объяснимся;объяснятся;объяснись;объяснитесь;;объяснившись, объяснясь;;объяснившийся;;;;
819;4685;B2;"guess; surmise";"deviner; trouver le mot de l'énigme";догадываться;;;;;;несовер.;догадываться/догадаться;возврат.;;;;;;;;;;;;;;;;;
10000;10000;B2;"guess; surmise";"deviner; trouver le mot de l'énigme";догадаться;;;;;;совер.;догадываться/догадаться;возврат.;;;;;;;;;;;;;;;;;
820;4688;B2;"accuse (of); charge (with)";"accuser (de); inculper (de)";обвинять;;;;;;несовер.;обвинять/обвинить;;;обвиняю;обвиняешь;обвиняет;обвиняете;обвиняем;обвиняют;обвиняй;обвиняйте;обвиняя;обвиняв;обвиняющий;обвинявший;обвиняемый;;;
10000;10000;B2;"accuse (of); charge (with)";"accuser (de); inculper (de)";обвинить;;;;;;совер.;обвинять/обвинить;;;обвиню;обвинишь;обвинит;обвините;обвиним;обвинят;обвини;обвините;;обвинив, *обвинивши;;обвинивший;;обвинённый;;
821;4697;B2;"command; give orders";commander;командовать;;;;;;несовер.;;;;командую;командуешь;командует;командуете;командуем;командуют;командуй;командуйте;командуя;командовав;командующий;командовавший;командуемый;;;
822;4701;B2;"pity; feel sorry (for)";"plaindre; avoir pitié de";пожалеть;;;;;;совер.;жалеть/пожалеть;;действит.;пожалею;пожалеешь;пожалеет;пожалеете;пожалеем;пожалеют;пожалей;пожалейте;;пожалев;;пожалевший;;;;
823;4702;B2;"wound; injure";blesser;ранить;;;;;;несовер.;ранить/поранить;;;раню;ранишь;ранит;раните;раним;ранят;рань;раньте;раня;ранив;ранящий;ранивший;;раненный;;
10000;10000;B2;"wound; injure";blesser;поранить;;;;;;совер.;ранить/поранить;;;пораню;поранишь;поранит;пораните;пораним;поранят;порань;пораньте;;поранив, *поранивши;;поранивший;;пораненный;;
824;4712;B2;"perceive; apprehend";"s’apercevoir; comprendre";восприниматься;;;;;;совер.;восприняться/восприниматься;возврат.;;;;;;;;;;;;воспринимающийся;воспринимавшийся;воспринимающийся;воспринимавшийся;;
825;4713;B2;"be proposed; be offered";"être proposé; être offert";предлагаться;;;;;;совер.;предлагаться/предложиться;возврат.;;;;;;;;;;;;предлагающийся;предлагавшийся;предлагающийся;предлагавшийся;;
826;4714;B2;think (of, about);raisonner;мыслить;;;неправ.;;;несовер.;;;;мыслю;мыслишь;мыслит;мыслите;мыслим;мыслят;мысли;мыслите;мысля;мыслив;мыслящий;мысливший;;мысленный;;
827;4718;B2;"remain; intact";se conserver;сохраняться;;;;;;несовер.;сохраняться/сохраниться;возврат.;;сохраняюсь;сохраняешься;сохраняется;сохраняетесь;сохраняемся;сохраняются;сохраняйся;сохраняйтесь;сохраняясь;сохранявшись;сохраняющийся;сохранявшийся;сохраняющийся;сохранявшийся;;
10000;10000;B2;"remain; intact";se conserver;сохраниться;;;;;;совер.;сохраняться/сохраниться;возврат.;;сохранюсь;сохранишься;сохранится;сохранитесь;сохранимся;сохранятся;сохранись;сохранитесь;;сохранившись, сохранясь;;сохранившийся;;;;
828;4720;B2;be at the head;"être à la tête; présider";возглавлять;;;;;;несовер.;возглавлять/возглавить;;;возглавляю;возглавляешь;возглавляет;возглавляете;возглавляем;возглавляют;возглавляй;возглавляйте;возглавляя;возглавляв;возглавляющий;возглавлявший;возглавляемый;;;
10000;10000;B2;be at the head;"être à la tête; présider";возглавить;;;;;;совер.;возглавлять/возглавить;;;возглавлю;возглавишь;возглавит;возглавите;возглавим;возглавят;возглавь;возглавьте;;возглавив, *возглавивши;;возглавивший;;возглавленный;;
